CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,placed,Score,company_offer,skills
7.6,1,3,2,90,4.8,1,1,85,80,1,90,10,"ruby, html, communication, flask, ibm cloud"
7.9,1,1,0,75,4.3,0,0,75,75,1,80,26,"java, html, problem-solving, flask, aws"
8.5,2,3,2,90,4.8,1,1,85,86,1,94,5,"c, nodejs, teamwork, sql, oracle cloud"
8.3,2,3,2,90,4.8,1,1,72,88,1,92,3,"python, reactJs, problem-solving, sql, aws"
8.2,2,3,2,90,4.4,1,1,88,87,1,91,4,"c, html, problem-solving, mysql, google cloud"
8.1,1,3,0,90,4.8,1,1,75,81,1,90,12,"ruby, html, problem-solving, nosql, oracle cloud"
8.2,1,3,0,86,4.7,1,1,81,88,1,90,11,"python, css, problem-solving, sql, google cloud"
8.3,2,3,2,84,4.4,1,1,83,84,1,89,9,"c, reactjs, problem-solving, mongodb, azure"
7.8,1,3,0,81,4.3,1,1,76,82,1,85,13,"javascript, javascript, communication, django, oracle cloud"
8.5,2,3,1,86,4.5,1,1,75,81,1,89,11,"java, html, problem-solving, django, ibm cloud"
7.4,0,2,1,72,4.4,0,1,60,70,1,76,27,"python, reactjs, communication, mongodb, oracle cloud"
7.6,1,1,1,76,3.8,0,1,68,83,1,77,26,"c, reactJs, problem-solving, mysql, ibm cloud"
7.6,1,3,1,73,4.8,0,1,62,73,1,82,19,"c++, reactjs, problem-solving, postgresql, aws"
8.6,1,3,2,72,4.0,1,1,80,64,1,81,19,"java, expressjs, communication, oracle, azure"
8.3,2,3,2,90,4.8,1,1,87,81,1,93,4,"c, css, teamwork, flask, ibm cloud"
8.2,2,3,2,90,4.6,1,1,85,85,1,92,3,"python, reactJs, teamwork, sql, aws"
7.9,1,2,0,90,4.1,1,1,77,78,1,85,13,"c, html, teamwork, mongodb, oracle cloud"
8.1,2,3,0,83,3.8,1,0,67,60,1,80,26,"java, html, leadership, django, azure"
7.5,2,3,2,77,4.8,1,1,58,73,1,83,20,"java, reactJs, leadership, oracle, google cloud"
8.0,1,3,1,89,4.8,1,0,72,81,1,89,7,"ruby, expressjs, leadership, django, oracle cloud"
7.8,1,3,0,75,4.2,1,1,82,82,1,83,14,"c++, angular, teamwork, mongodb, aws"
8.5,1,3,1,84,4.8,1,1,73,84,1,89,7,"ruby, expressjs, teamwork, mysql, azure"
8.4,1,3,2,90,4.8,1,1,82,88,1,92,5,"c++, html, communication, mysql, ibm cloud"
7.7,2,2,2,90,4.8,1,1,81,88,1,90,9,"c++, html, leadership, django, aws"
7.5,0,3,0,83,3.8,1,1,75,65,1,79,25,"c, css, teamwork, django, oracle cloud"
8.1,2,3,1,85,4.8,1,1,74,84,1,90,12,"ruby, angular, teamwork, flask, aws"
8.3,2,3,2,90,4.4,1,1,78,87,1,90,11,"ruby, reactJs, communication, django, ibm cloud"
7.9,2,3,2,85,4.8,1,1,75,81,1,89,10,"c++, nodejs, leadership, postgresql, oracle cloud"
8.5,1,3,2,90,4.8,0,0,82,63,1,89,8,"c++, css, teamwork, oracle, azure"
7.7,1,1,2,76,4.0,0,1,59,62,1,75,32,"c++, expressjs, communication, flask, azure"
8.2,2,3,2,87,4.8,1,1,74,87,1,91,2,"java, html, leadership, sql, azure"
7.9,1,2,1,85,4.8,0,0,81,79,1,88,6,"c++, css, communication, sql, aws"
7.8,1,3,1,75,4.6,1,1,83,80,1,85,19,"ruby, reactjs, communication, sql, aws"
7.8,2,3,2,90,4.7,1,1,78,82,1,90,10,"python, reactJs, leadership, sql, google cloud"
8.3,1,1,0,86,4.2,0,1,55,71,1,81,15,"c, html, leadership, postgresql, azure"
8.3,2,3,3,90,4.8,1,1,76,77,1,91,5,"c++, angular, communication, oracle, aws"
8.2,2,3,2,90,4.6,1,1,76,85,1,91,1,"ruby, css, leadership, django, google cloud"
8.6,2,3,2,90,4.8,1,1,79,87,1,93,1,"java, html, problem-solving, django, google cloud"
7.7,2,3,2,87,4.8,1,1,80,82,1,90,6,"javascript, expressjs, problem-solving, mysql, ibm cloud"
8.2,0,3,0,81,4.2,1,1,68,85,1,83,17,"python, reactJs, problem-solving, sql, oracle cloud"
8.4,2,3,2,90,4.8,1,1,70,82,1,91,4,"python, reactJs, communication, postgresql, google cloud"
8.1,2,3,2,90,4.8,1,1,89,84,1,93,1,"python, html, teamwork, sql, ibm cloud"
7.5,1,2,0,83,4.7,0,1,62,83,1,84,13,"c++, html, communication, mongodb, azure"
8.6,0,3,3,90,4.8,1,1,70,84,1,90,10,"ruby, angular, teamwork, postgresql, ibm cloud"
8.4,1,3,2,78,4.5,1,1,78,73,1,85,15,"c++, reactjs, leadership, sql, ibm cloud"
7.9,2,3,2,90,4.6,1,1,75,87,1,90,6,"c++, angular, communication, oracle, azure"
7.5,0,2,0,70,3.5,1,1,80,76,1,75,25,"ruby, css, leadership, django, oracle cloud"
9.0,2,3,0,90,4.8,1,1,85,80,1,94,3,"c++, reactjs, communication, oracle, azure"
7.9,0,3,2,80,4.7,1,1,77,83,1,86,12,"java, html, problem-solving, sql, oracle cloud"
7.9,0,3,1,86,4.6,1,1,76,88,1,87,9,"javascript, css, problem-solving, sql, google cloud"
7.3,1,2,0,83,4.5,1,1,56,71,1,80,32,"ruby, javascript, problem-solving, django, ibm cloud"
6.7,0,1,0,70,4.7,1,1,61,85,1,77,31,"python, reactjs, teamwork, sql, azure"
8.6,1,2,1,90,4.2,0,1,71,68,1,85,19,"c++, angular, teamwork, mysql, aws"
8.4,0,3,2,88,4.3,1,1,84,84,1,88,8,"javascript, angular, teamwork, django, ibm cloud"
7.9,1,3,1,90,4.8,1,1,77,85,1,90,8,"c++, html, problem-solving, mongodb, aws"
8.4,2,3,2,90,4.8,1,1,79,83,1,92,1,"python, javascript, problem-solving, sql, aws"
8.6,2,3,2,87,4.7,1,1,86,84,1,93,1,"python, html, leadership, mysql, google cloud"
8.0,2,3,3,90,4.8,1,1,78,85,1,91,3,"javascript, angular, problem-solving, nosql, aws"
8.4,2,3,0,90,4.8,1,1,80,86,1,93,4,"java, nodejs, communication, oracle, google cloud"
7.5,0,2,1,70,3.8,1,1,78,87,1,77,26,"java, javascript, leadership, flask, oracle cloud"
8.1,2,3,0,84,4.8,1,1,83,82,1,90,8,"javascript, html, problem-solving, sql, aws"
8.3,2,3,2,86,4.6,1,1,79,84,1,90,12,"javascript, reactJs, communication, sql, ibm cloud"
8.4,2,3,2,90,4.8,1,1,76,87,1,92,2,"c, javascript, problem-solving, mongodb, aws"
8.3,1,1,2,83,4.0,1,1,76,67,1,81,19,"ruby, html, teamwork, django, oracle cloud"
8.5,1,3,2,90,4.7,1,1,76,87,1,91,4,"java, angular, teamwork, mysql, aws"
8.7,2,3,2,90,4.8,1,1,90,86,1,95,3,"python, reactjs, teamwork, nosql, oracle cloud"
8.3,1,2,1,80,4.3,1,1,71,84,1,84,15,"python, reactJs, problem-solving, nosql, aws"
7.7,1,1,2,88,4.2,0,1,65,88,1,83,20,"python, nodejs, communication, mysql, google cloud"
8.0,1,2,0,88,4.4,1,1,78,76,1,86,9,"java, angular, leadership, mysql, google cloud"
8.3,0,3,1,80,4.8,1,1,75,67,1,85,15,"ruby, javascript, teamwork, django, azure"
7.7,1,3,2,86,4.7,1,1,69,88,1,87,7,"c, html, teamwork, oracle, azure"
7.7,1,2,0,86,4.5,0,1,72,79,1,85,15,"ruby, html, leadership, nosql, google cloud"
7.8,1,2,2,85,4.3,0,1,68,78,1,83,19,"c, reactJs, leadership, sql, aws"
8.4,1,3,2,80,4.5,1,1,72,73,1,85,17,"c++, reactJs, communication, oracle, oracle cloud"
8.5,2,3,2,90,4.8,1,1,79,82,1,92,1,"ruby, reactJs, communication, mongodb, google cloud"
8.3,0,3,1,86,4.3,1,1,55,88,1,84,18,"c, reactjs, teamwork, postgresql, ibm cloud"
8.5,1,3,2,89,4.8,1,1,77,88,1,92,3,"python, html, communication, mongodb, azure"
8.7,1,3,2,90,4.8,1,1,68,81,1,90,6,"javascript, reactJs, leadership, oracle, azure"
8.0,2,3,2,86,3.8,1,1,87,86,1,87,11,"java, html, communication, nosql, azure"
8.5,2,3,0,85,4.5,1,1,86,84,1,91,3,"c++, expressjs, problem-solving, postgresql, oracle cloud"
8.5,2,3,3,90,4.7,1,1,80,80,1,92,2,"c++, html, leadership, django, ibm cloud"
7.5,1,3,3,90,4.8,1,0,64,82,1,87,12,"ruby, javascript, communication, sql, ibm cloud"
8.1,2,3,2,90,3.8,1,1,90,77,1,87,6,"python, nodejs, leadership, nosql, ibm cloud"
8.3,1,3,2,76,4.5,1,1,76,65,1,83,20,"c++, css, problem-solving, oracle, azure"
8.3,2,3,2,89,4.8,1,0,82,84,1,92,1,"ruby, reactJs, teamwork, flask, azure"
7.4,1,3,2,73,4.1,1,1,86,78,1,81,18,"c, reactJs, problem-solving, mysql, aws"
7.6,2,2,2,80,4.8,1,1,75,83,1,86,12,"ruby, html, leadership, postgresql, azure"
8.0,2,3,2,90,4.8,1,1,79,86,1,92,4,"ruby, javascript, problem-solving, mysql, aws"
7.6,1,2,1,81,4.4,1,1,75,88,1,84,16,"javascript, html, problem-solving, nosql, google cloud"
8.6,1,3,2,90,4.8,1,1,85,87,1,93,3,"c++, javascript, teamwork, django, aws"
8.6,0,3,2,90,4.7,1,1,71,88,1,90,6,"javascript, html, problem-solving, nosql, oracle cloud"
7.5,1,3,0,83,4.8,1,1,75,84,1,87,8,"ruby, javascript, leadership, sql, ibm cloud"
8.7,2,3,2,90,4.6,1,1,81,82,1,92,2,"c, html, leadership, mysql, oracle cloud"
6.7,1,3,2,86,4.1,1,1,86,82,1,83,18,"python, reactJs, problem-solving, django, google cloud"
8.4,2,3,2,90,4.3,1,1,87,85,1,91,4,"python, html, leadership, mongodb, oracle cloud"
7.4,0,2,2,82,4.8,1,1,88,66,1,84,15,"ruby, nodejs, teamwork, oracle, aws"
7.7,1,3,2,87,4.5,1,1,82,81,1,87,8,"c++, nodejs, leadership, nosql, aws"
8.3,2,1,2,84,4.8,1,1,69,85,1,88,11,"python, nodejs, problem-solving, nosql, azure"
6.7,2,2,1,76,3.9,1,1,55,84,1,76,22,"c++, html, teamwork, mongodb, aws"
7.6,0,1,1,83,3.4,0,1,55,64,1,72,32,"c++, html, leadership, flask, google cloud"
8.4,2,3,2,90,4.7,1,1,74,84,1,91,1,"ruby, reactJs, leadership, postgresql, ibm cloud"
7.8,1,3,2,83,4.6,0,1,70,82,1,86,6,"javascript, css, teamwork, django, google cloud"
7.5,0,1,0,82,4.6,1,1,62,69,1,79,22,"java, css, problem-solving, django, aws"
7.9,1,3,2,75,4.6,0,1,82,84,1,86,6,"ruby, html, teamwork, flask, oracle cloud"
7.7,0,2,1,75,4.1,1,1,79,66,1,78,31,"c++, angular, problem-solving, nosql, oracle cloud"
8.4,2,3,2,90,4.7,1,1,69,88,1,91,1,"python, angular, problem-solving, sql, aws"
7.6,2,3,2,87,4.3,1,1,76,82,1,87,7,"python, html, problem-solving, oracle, azure"
8.5,1,3,0,90,4.8,1,1,79,88,1,92,5,"c, angular, communication, sql, ibm cloud"
7.9,2,3,2,90,4.8,1,1,77,83,1,91,2,"ruby, angular, leadership, postgresql, azure"
6.5,1,2,1,79,3.1,0,1,63,69,1,71,24,"javascript, html, leadership, oracle, aws"
7.6,1,2,2,76,4.5,1,1,82,63,1,81,20,"ruby, angular, communication, nosql, azure"
8.2,2,3,2,90,4.8,1,1,74,88,1,92,3,"ruby, expressjs, communication, flask, aws"
8.6,2,3,2,84,4.6,1,1,80,85,1,91,1,"c++, html, leadership, mongodb, google cloud"
8.6,1,3,0,89,4.5,1,1,80,72,1,89,11,"java, angular, leadership, oracle, aws"
7.9,2,3,2,82,4.8,1,1,90,84,1,91,4,"c, html, leadership, postgresql, aws"
8.3,1,3,2,90,4.8,1,1,73,83,1,90,6,"javascript, html, communication, mysql, azure"
8.5,1,3,1,72,3.8,0,1,55,65,1,77,32,"java, angular, communication, sql, azure"
7.6,0,3,2,87,4.8,0,1,79,62,1,85,14,"ruby, html, communication, django, ibm cloud"
6.5,1,2,2,81,3.6,1,1,89,80,1,78,24,"c, expressjs, problem-solving, mongodb, oracle cloud"
8.4,1,3,0,75,4.4,1,1,68,86,1,85,14,"java, css, teamwork, nosql, azure"
7.9,0,3,1,84,4.3,1,0,83,84,1,86,12,"c++, reactJs, communication, mysql, google cloud"
8.4,2,3,1,86,4.7,1,1,90,80,1,92,2,"c++, html, communication, nosql, ibm cloud"
7.2,2,3,2,90,4.7,1,1,83,86,1,90,11,"c, javascript, teamwork, oracle, aws"
8.3,0,3,2,79,3.7,1,1,68,84,1,81,15,"python, expressjs, problem-solving, mysql, aws"
8.1,2,3,0,81,4.7,1,1,84,83,1,89,11,"java, nodejs, problem-solving, sql, google cloud"
8.6,2,3,2,90,4.8,1,1,89,84,1,94,3,"python, expressjs, leadership, oracle, oracle cloud"
8.6,2,2,1,90,4.6,1,1,81,80,1,91,1,"java, html, communication, nosql, aws"
8.3,2,2,2,90,4.6,1,1,80,83,1,90,8,"python, html, leadership, postgresql, oracle cloud"
8.3,1,3,2,89,4.7,1,1,70,86,1,90,9,"javascript, expressjs, communication, postgresql, oracle cloud"
8.5,2,3,0,90,4.8,0,1,76,80,1,92,3,"ruby, reactjs, teamwork, flask, google cloud"
8.6,1,3,3,84,4.5,1,1,73,85,1,88,6,"java, javascript, communication, django, ibm cloud"
8.5,2,3,2,90,4.1,1,1,77,78,1,88,12,"c, nodejs, leadership, mongodb, google cloud"
8.5,1,1,2,88,4.5,1,1,76,79,1,87,6,"java, html, teamwork, flask, aws"
9.0,2,3,2,90,4.8,1,1,76,83,1,93,5,"python, reactJs, teamwork, mongodb, oracle cloud"
8.4,2,3,1,83,4.8,1,0,64,64,1,86,7,"ruby, reactJs, problem-solving, postgresql, ibm cloud"
8.4,0,3,0,90,4.8,1,1,80,82,1,90,6,"java, reactjs, problem-solving, mongodb, google cloud"
7.4,1,3,2,80,4.4,1,1,73,72,1,82,20,"java, javascript, leadership, mongodb, aws"
7.7,1,1,0,72,4.5,0,1,72,63,1,78,32,"java, javascript, leadership, mysql, oracle cloud"
8.3,1,3,2,90,4.7,1,1,80,85,1,91,3,"ruby, reactJs, problem-solving, postgresql, azure"
6.7,2,3,0,85,4.4,1,1,84,83,1,85,14,"ruby, css, communication, oracle, azure"
7.4,1,2,3,83,4.7,1,1,59,81,1,83,15,"javascript, expressjs, communication, postgresql, azure"
7.3,0,2,1,70,3.7,1,1,55,74,1,72,24,"c, javascript, leadership, oracle, ibm cloud"
7.8,1,2,2,90,4.5,1,1,80,64,1,85,16,"ruby, javascript, teamwork, nosql, azure"
8.3,2,3,2,90,4.8,1,1,76,86,1,92,2,"ruby, javascript, problem-solving, postgresql, ibm cloud"
8.4,1,0,0,75,4.7,1,1,76,76,1,83,16,"ruby, css, teamwork, nosql, google cloud"
8.2,2,3,2,90,4.8,1,1,80,88,1,92,2,"java, html, leadership, oracle, azure"
8.2,1,3,0,82,4.7,1,1,78,85,1,88,8,"c++, reactjs, problem-solving, oracle, oracle cloud"
8.0,2,3,2,90,4.8,1,1,84,84,1,92,1,"javascript, nodejs, problem-solving, flask, aws"
7.5,1,2,1,77,4.7,1,1,86,88,1,86,12,"python, nodejs, leadership, flask, google cloud"
8.0,2,1,2,80,4.6,1,0,77,61,1,83,15,"python, reactjs, communication, nosql, azure"
8.5,2,3,2,82,4.4,1,1,76,65,1,86,11,"ruby, html, leadership, sql, ibm cloud"
8.2,1,3,2,88,4.8,1,1,85,80,1,91,5,"c++, expressjs, communication, postgresql, oracle cloud"
8.2,1,3,2,81,4.8,1,1,75,83,1,88,12,"ruby, expressjs, problem-solving, mysql, oracle cloud"
8.3,2,3,2,90,4.3,1,1,82,80,1,90,8,"python, html, problem-solving, mongodb, ibm cloud"
7.9,1,3,0,85,4.8,1,1,78,87,1,89,10,"c++, html, problem-solving, sql, google cloud"
7.7,2,3,2,90,4.8,1,0,78,81,1,90,8,"ruby, reactJs, teamwork, mongodb, google cloud"
7.0,0,3,0,75,3.9,0,0,56,70,1,74,31,"javascript, html, teamwork, postgresql, oracle cloud"
8.3,2,3,2,90,4.8,1,1,78,85,1,92,3,"c++, angular, communication, mysql, ibm cloud"
8.3,1,2,0,78,4.6,1,1,75,82,1,85,15,"python, html, communication, sql, aws"
7.9,0,3,2,80,4.2,1,1,79,85,1,84,17,"javascript, reactjs, teamwork, flask, aws"
8.7,2,3,2,90,4.8,1,1,74,81,1,92,2,"python, html, leadership, mongodb, oracle cloud"
8.5,2,3,2,90,4.8,1,1,70,86,1,92,2,"javascript, html, teamwork, django, google cloud"
6.6,1,3,3,65,4.2,1,1,55,86,1,75,24,"c, nodejs, leadership, sql, oracle cloud"
8.1,1,3,2,80,4.5,1,0,83,84,1,87,8,"python, html, problem-solving, flask, aws"
8.4,2,3,3,89,4.6,1,1,77,85,1,91,1,"ruby, reactjs, leadership, django, aws"
8.2,2,3,2,90,4.8,1,0,76,88,1,92,3,"python, html, communication, oracle, oracle cloud"
7.6,1,1,0,77,3.7,0,1,55,67,1,74,26,"c++, expressjs, communication, nosql, oracle cloud"
8.3,1,3,3,88,4.0,0,1,77,63,1,84,14,"c, html, leadership, mysql, oracle cloud"
8.2,1,3,2,85,4.6,1,1,79,86,1,89,12,"python, html, communication, mongodb, google cloud"
8.5,1,3,2,90,4.8,1,1,82,88,1,93,1,"c++, expressjs, problem-solving, postgresql, azure"
8.2,1,3,0,88,4.2,1,1,66,88,1,86,11,"java, javascript, problem-solving, flask, azure"
8.4,2,3,2,90,4.8,1,0,82,82,1,93,3,"python, html, leadership, django, azure"
8.5,1,3,2,85,4.6,1,1,71,84,1,88,12,"c, css, teamwork, postgresql, azure"
6.6,0,1,0,68,4.8,0,0,55,71,1,74,30,"java, angular, communication, flask, azure"
7.9,1,1,0,90,4.5,1,1,73,82,1,86,11,"c++, expressjs, leadership, sql, oracle cloud"
7.6,1,2,1,88,4.2,1,1,73,86,1,84,20,"java, expressjs, teamwork, sql, google cloud"
8.4,1,3,2,90,4.2,1,1,89,88,1,90,9,"ruby, html, communication, django, ibm cloud"
8.3,1,3,2,88,4.8,1,1,77,85,1,91,3,"c, html, communication, nosql, oracle cloud"
8.3,2,2,2,87,4.7,1,1,86,85,1,91,4,"c, expressjs, leadership, sql, aws"
7.6,1,2,0,70,3.7,1,1,63,71,1,74,23,"javascript, angular, leadership, mongodb, azure"
8.2,1,3,2,90,4.6,1,1,83,74,1,89,6,"c++, expressjs, teamwork, django, oracle cloud"
8.2,2,3,2,90,4.5,1,1,86,81,1,91,1,"java, javascript, communication, postgresql, oracle cloud"
8.5,2,3,2,90,4.8,1,1,77,88,1,93,2,"python, angular, teamwork, nosql, aws"
7.8,1,3,1,82,4.8,1,1,76,83,1,87,9,"python, nodejs, leadership, nosql, ibm cloud"
7.4,1,1,0,60,4.3,1,1,61,75,1,74,28,"javascript, html, communication, oracle, azure"
7.3,1,2,1,80,4.3,1,1,55,72,1,78,28,"c++, css, problem-solving, postgresql, ibm cloud"
8.5,2,2,2,87,4.8,1,1,88,86,1,92,1,"python, nodejs, communication, mysql, oracle cloud"
8.5,2,3,0,87,4.6,1,1,86,85,1,92,1,"c++, reactjs, problem-solving, postgresql, ibm cloud"
8.2,2,2,2,87,4.8,1,1,88,85,1,91,1,"c, reactjs, leadership, mongodb, google cloud"
8.2,2,3,2,90,4.6,1,1,75,83,1,90,8,"javascript, nodejs, problem-solving, oracle, aws"
7.8,0,1,1,90,4.2,1,1,55,73,1,80,21,"javascript, javascript, leadership, postgresql, oracle cloud"
6.5,1,3,2,87,4.7,1,1,77,70,1,83,16,"java, nodejs, problem-solving, django, azure"
7.3,1,1,0,80,3.6,1,1,78,80,1,78,24,"python, css, communication, mongodb, azure"
7.9,2,3,2,88,4.6,1,1,69,81,1,88,12,"c, reactJs, teamwork, nosql, aws"
7.5,1,2,2,68,4.0,1,1,69,68,1,75,31,"c, reactjs, leadership, oracle, google cloud"
8.2,2,3,2,90,4.8,1,1,77,82,1,91,3,"python, nodejs, leadership, sql, google cloud"
8.5,2,3,2,90,4.8,1,1,75,88,1,93,2,"c++, expressjs, problem-solving, django, google cloud"
7.9,2,2,0,77,4.4,0,1,68,68,1,82,13,"c++, html, communication, mysql, ibm cloud"
7.9,1,2,2,83,4.8,1,1,77,85,1,87,11,"python, reactJs, leadership, oracle, oracle cloud"
8.2,2,3,2,88,4.5,1,0,79,84,1,90,6,"java, expressjs, problem-solving, oracle, ibm cloud"
8.0,0,1,2,89,4.7,1,1,72,84,1,86,9,"javascript, nodejs, problem-solving, postgresql, google cloud"
8.2,1,2,0,88,4.8,1,1,71,69,1,87,10,"c++, expressjs, teamwork, sql, aws"
8.3,1,3,2,87,4.7,1,1,77,81,1,89,7,"c, angular, communication, mysql, oracle cloud"
7.1,1,3,1,74,4.3,0,1,72,81,1,80,22,"python, html, leadership, sql, oracle cloud"
6.6,1,1,0,74,3.8,0,1,64,76,1,73,27,"javascript, reactjs, communication, oracle, ibm cloud"
8.7,2,3,2,90,4.8,1,1,78,85,1,93,5,"c++, css, teamwork, flask, azure"
7.4,0,2,2,80,4.8,0,1,61,88,1,83,19,"ruby, expressjs, communication, nosql, google cloud"
8.6,2,3,2,89,4.7,1,1,69,79,1,90,7,"python, javascript, teamwork, postgresql, google cloud"
8.1,0,3,2,90,4.8,1,1,78,86,1,90,6,"ruby, nodejs, problem-solving, nosql, azure"
8.6,2,3,2,90,4.8,0,1,71,85,1,92,3,"javascript, reactJs, leadership, mongodb, ibm cloud"
8.4,1,3,0,86,3.6,1,1,76,87,1,84,19,"c, html, communication, mongodb, google cloud"
8.0,2,3,2,89,4.5,1,1,76,87,1,90,9,"python, html, teamwork, sql, google cloud"
8.0,1,3,2,90,4.8,1,1,79,84,1,90,9,"python, html, communication, sql, oracle cloud"
7.7,1,3,1,83,4.8,1,1,73,68,1,85,17,"javascript, reactjs, teamwork, flask, ibm cloud"
8.7,2,3,2,90,4.8,1,1,80,84,1,93,3,"java, javascript, problem-solving, nosql, google cloud"
8.7,0,3,2,90,4.8,1,1,71,83,1,90,10,"java, reactJs, problem-solving, sql, azure"
8.2,1,3,2,73,4.5,1,1,82,64,1,83,17,"ruby, nodejs, leadership, sql, ibm cloud"
8.4,2,3,2,90,4.7,1,1,75,82,1,91,5,"python, reactjs, teamwork, postgresql, google cloud"
6.8,2,3,0,80,4.4,0,1,74,85,1,83,14,"c, javascript, problem-solving, postgresql, oracle cloud"
7.8,2,1,2,90,4.8,1,1,73,83,1,88,6,"python, angular, communication, sql, ibm cloud"
8.8,2,3,2,90,4.8,1,1,83,86,1,94,1,"c++, nodejs, teamwork, oracle, google cloud"
8.2,2,3,2,88,4.8,1,1,79,86,1,92,4,"c++, reactjs, problem-solving, oracle, oracle cloud"
8.1,1,3,0,74,4.0,1,1,62,83,1,80,21,"python, javascript, teamwork, oracle, aws"
8.1,1,2,0,89,4.7,1,1,75,85,1,89,11,"c, html, communication, mysql, google cloud"
8.1,2,1,2,78,4.7,1,1,78,71,1,84,16,"javascript, html, communication, flask, ibm cloud"
8.0,0,3,2,76,4.8,1,1,80,84,1,86,8,"c, html, teamwork, flask, ibm cloud"
8.3,2,2,0,90,4.8,1,1,80,72,1,90,9,"c, html, communication, django, ibm cloud"
7.2,2,2,2,87,4.7,1,1,65,87,1,86,10,"java, html, problem-solving, mongodb, azure"
7.7,1,3,2,90,4.4,0,1,87,84,1,89,9,"ruby, expressjs, problem-solving, nosql, google cloud"
7.9,1,3,2,90,4.5,1,1,87,85,1,90,9,"javascript, css, teamwork, flask, google cloud"
8.5,2,3,2,90,4.6,1,1,81,88,1,92,2,"python, css, communication, mysql, oracle cloud"
8.0,1,1,0,90,4.5,1,1,69,74,1,84,20,"javascript, css, teamwork, nosql, aws"
8.0,2,3,0,90,4.8,1,1,80,69,1,90,11,"c, html, problem-solving, sql, google cloud"
8.4,1,2,1,79,3.8,1,1,76,82,1,82,19,"javascript, html, problem-solving, django, aws"
7.0,2,1,1,88,4.8,1,1,75,81,1,86,11,"javascript, html, teamwork, nosql, ibm cloud"
8.1,2,2,2,87,4.8,1,1,75,85,1,89,11,"c, html, leadership, oracle, ibm cloud"
8.6,1,3,0,90,4.8,1,1,55,70,1,87,6,"ruby, html, problem-solving, django, azure"
8.6,2,3,0,84,4.8,1,1,86,87,1,93,3,"javascript, javascript, problem-solving, flask, aws"
7.6,1,0,1,75,4.8,1,1,83,80,1,83,13,"java, css, teamwork, mongodb, aws"
8.3,2,3,2,85,4.7,1,0,80,85,1,91,1,"java, angular, communication, postgresql, ibm cloud"
8.2,1,1,2,90,4.8,1,1,71,87,1,88,9,"python, expressjs, teamwork, flask, oracle cloud"
8.5,2,3,2,90,4.8,1,1,81,82,1,93,3,"ruby, css, teamwork, mongodb, azure"
7.5,1,3,2,82,4.8,1,0,81,88,1,88,10,"c, angular, teamwork, sql, google cloud"
7.8,0,3,0,89,4.8,1,1,83,79,1,89,12,"python, html, teamwork, flask, ibm cloud"
8.2,2,3,2,90,4.8,1,1,68,86,1,91,1,"java, reactjs, communication, nosql, aws"
8.5,2,3,2,90,4.8,1,1,81,88,1,93,1,"c, javascript, communication, nosql, aws"
8.0,1,1,2,87,4.1,1,1,74,68,1,82,17,"java, html, leadership, mongodb, oracle cloud"
6.5,2,3,2,80,4.0,1,1,72,86,1,81,16,"c++, html, teamwork, mongodb, oracle cloud"
8.4,2,3,2,90,4.6,1,1,74,88,1,91,5,"c++, html, teamwork, mongodb, aws"
8.5,2,3,2,90,4.5,1,1,85,88,1,92,3,"python, angular, communication, flask, ibm cloud"
7.3,0,1,0,75,4.7,1,1,67,72,1,78,25,"java, reactJs, problem-solving, postgresql, ibm cloud"
8.5,2,3,2,90,4.8,1,1,76,86,1,93,1,"javascript, html, leadership, mysql, oracle cloud"
8.3,1,3,2,90,4.5,1,1,76,81,1,89,7,"c++, angular, teamwork, mysql, azure"
8.4,0,3,3,85,4.8,1,1,63,69,1,85,13,"c++, css, communication, nosql, oracle cloud"
8.5,2,3,0,90,3.8,1,1,87,84,1,89,7,"c, nodejs, problem-solving, nosql, google cloud"
7.5,1,2,0,76,4.0,0,1,59,62,1,75,31,"python, reactJs, teamwork, mongodb, azure"
8.0,0,2,1,74,4.1,1,1,57,87,1,79,27,"c, reactJs, communication, django, azure"
7.7,0,2,1,68,4.0,1,1,57,83,1,75,23,"ruby, angular, leadership, django, azure"
7.7,2,2,1,84,4.7,1,1,78,82,1,87,6,"c, css, communication, postgresql, ibm cloud"
8.5,2,3,2,88,4.8,1,1,68,88,1,91,3,"c, nodejs, communication, mongodb, aws"
7.8,2,3,0,86,4.6,1,1,74,86,1,89,7,"c++, reactjs, leadership, nosql, google cloud"
7.9,1,3,3,83,4.7,1,1,69,81,1,86,11,"c, expressjs, leadership, postgresql, google cloud"
6.5,1,1,0,87,4.8,0,0,63,66,1,80,24,"ruby, expressjs, leadership, django, azure"
8.5,2,3,2,90,4.8,1,1,75,88,1,93,4,"ruby, angular, communication, django, ibm cloud"
8.6,2,3,2,88,4.8,1,1,83,80,1,92,1,"python, html, teamwork, mysql, google cloud"
6.5,0,1,2,89,3.8,0,0,72,72,1,76,30,"c++, css, leadership, postgresql, google cloud"
8.3,1,2,2,86,4.8,1,1,58,72,1,85,17,"ruby, html, teamwork, django, ibm cloud"
8.0,1,3,1,90,4.8,1,1,79,87,1,91,2,"c, css, problem-solving, flask, oracle cloud"
7.6,0,3,0,87,4.1,1,1,77,71,1,82,13,"python, angular, teamwork, django, aws"
8.3,1,2,0,72,3.9,1,1,74,79,1,80,30,"java, javascript, problem-solving, postgresql, google cloud"
